titre,ville,prix,surface,url,code_ville,page
A vendre : appartement meublé centre-ville - reims,REIMS,139 900 €,46 m²,https://www.etreproprio.com/immobilier-23955015-vente-a-vendre-appartement-meuble-centre-ville-reims-reims,thflcpo.lc51454,3
Clairmarais - a deux pas de de la gare et du boulingrin,REIMS,139 000 €,37 m²,https://www.etreproprio.com/immobilier-23955018-vente-clairmarais-a-deux-pas-de-de-la-gare-et-du-boulingrin-reims,thflcpo.lc51454,3
Maison 81m² à reims,REIMS,230 000 €,81 m²,https://www.etreproprio.com/immobilier-23959562-vente-maison-81m-a-reims-reims,thflcpo.lc51454,4
Appartement de type 3 dans une résidence calme et sécurisé,REIMS,118 800 €,65 m²,https://www.etreproprio.com/immobilier-23948449-vente-appartement-de-type-3-dans-une-residence-calme-et-securise-reims,thflcpo.lc51454,4
Secteur cathedrale - maison avec garage en hyper centre,REIMS,385 000 €,81 m²,https://www.etreproprio.com/immobilier-23948456-vente-secteur-cathedrale-maison-avec-garage-en-hyper-centre-reims,thflcpo.lc51454,4
À vendre / appartement t2 de 37 m² à rénover / proche avenue de laon,REIMS,70 750 €,37 m²,https://www.etreproprio.com/immobilier-23948447-vente-a-vendre-appartement-t2-de-37-m-a-renover-proche-avenue-de-laon-reims,thflcpo.lc51454,4
Appartement 33m² à reims,REIMS,92 650 €,33 m²,https://www.etreproprio.com/immobilier-23948446-vente-appartement-33m-a-reims-reims,thflcpo.lc51454,4
A vendre appartement type 5 secteur hyper centre / cathedrale,REIMS,395 000 €,107 m²,https://www.etreproprio.com/immobilier-23948457-vente-a-vendre-appartement-type-5-secteur-hyper-centre-cathedrale-reims,thflcpo.lc51454,4
"T2 de 42 m² à vendre / calme, lumineux et bien agencé",REIMS,151 200 €,45 m²,https://www.etreproprio.com/immobilier-23948454-vente-t2-de-42-m-a-vendre-calme-lumineux-et-bien-agence-reims,thflcpo.lc51454,4
Appartement - 2 pièce(s) - 33 m2,REIMS,99 900 €,33 m²,https://www.etreproprio.com/immobilier-23948450-vente-appartement-2-pieces-33-m2-reims,thflcpo.lc51454,4
Appartement 11m² à reims,REIMS,45 000 €,11 m²,https://www.etreproprio.com/immobilier-23947316-vente-appartement-11m-a-reims-reims,thflcpo.lc51454,4
T3 avec balcon et parking,REIMS,256 800 €,69 m²,https://www.etreproprio.com/immobilier-23948455-vente-t3-avec-balcon-et-parking-reims,thflcpo.lc51454,4
Immeuble de prestige meublé et équipé en hyper centre de reims,REIMS,1 328 083 €,258 m²,https://www.etreproprio.com/immobilier-23718735-vente-immeuble-de-prestige-meuble-et-equipe-en-hyper-centre-de-reims-reims,thflcpo.lc51454,4
Maison de 4 pièces de 86 m² située à reims,REIMS,230 000 €,86 m²,https://www.etreproprio.com/immobilier-23946055-vente-maison-de-4-pieces-de-86-m-situee-a-reims-reims,thflcpo.lc51454,4
A vendre plateau a amenager a reims proche boulingrin gare,REIMS,148 300 €,53 m²,https://www.etreproprio.com/immobilier-23944838-vente-a-vendre-plateau-a-amenager-a-reims-proche-boulingrin-gare-reims,thflcpo.lc51454,4
A vendre a reims proche gare appartement f3 en dernier etage,REIMS,125 300 €,39 m²,https://www.etreproprio.com/immobilier-23944842-vente-a-vendre-a-reims-proche-gare-appartement-f3-en-dernier-etage-reims,thflcpo.lc51454,4
A vendre plateau a amenager a reims proche boulingrin gare,REIMS,76 600 €,24 m²,https://www.etreproprio.com/immobilier-23944839-vente-a-vendre-plateau-a-amenager-a-reims-proche-boulingrin-gare-reims,thflcpo.lc51454,4
"Exclusivité. haut de st anne. maison de type 4 avec cave, grenier de rangement, cour et garage.",REIMS,151 200 €,85 m²,https://www.etreproprio.com/immobilier-23938417-vente-exclusivite-haut-de-st-anne-maison-de-type-4-avec-cave-grenier-de-rangement-cour-et-garage-reims,thflcpo.lc51454,4
Appartement 143m² à reims,REIMS,545 000 €,143 m²,https://www.etreproprio.com/immobilier-23940064-vente-appartement-143m-a-reims-reims,thflcpo.lc51454,4
5 pièces 147 m2 reims hyper-centre - cours jean baptiste-langlet,REIMS,567 900 €,147 m²,https://www.etreproprio.com/immobilier-22900005-vente-5-pieces-147-m2-reims-hyper-centre-cours-jean-baptiste-langlet-reims,thflcpo.lc51454,4
Appartement reims 3 pièce(s) 70.84 m2 + parking,REIMS,226 800 €,71 m²,https://www.etreproprio.com/immobilier-23941843-vente-appartement-reims-3-pieces-7084-m2-parking-reims,thflcpo.lc51454,4
Exclusivite appartement de type 3 pièce(s) 65 m2 secteur st remi proche canal,REIMS,135 000 €,65 m²,https://www.etreproprio.com/immobilier-23941857-vente-exclusivite-appartement-de-type-3-pieces-65-m2-secteur-st-remi-proche-canal-reims,thflcpo.lc51454,4
Maison 100m² à reims,REIMS,493 500 €,100 m²,https://www.etreproprio.com/immobilier-23942119-vente-maison-100m-a-reims-reims,thflcpo.lc51454,5
Appartement t4 de 68 m² situé à reims,REIMS,166 500 €,68 m²,https://www.etreproprio.com/immobilier-23946062-vente-appartement-t4-de-68-m-situe-a-reims-reims,thflcpo.lc51454,5
"Charmant t3 lumineux à reims  prestations soignées, résidence calme et sécurisée",REIMS,139 900 €,54 m²,https://www.etreproprio.com/immobilier-23776536-vente-charmant-t3-lumineux-a-reims-prestations-soignees-residence-calme-et-securisee-reims,thflcpo.lc51454,5
Appartement traversant secteur courlancy,REIMS,105 000 €,90 m²,https://www.etreproprio.com/immobilier-22636722-vente-appartement-traversant-secteur-courlancy-reims,thflcpo.lc51454,5
Appartement  3 pièces d'environ 58m2 secteur orgeval,REIMS,85 000 €,58 m²,https://www.etreproprio.com/immobilier-23941845-vente-appartement-3-pieces-d-environ-58m2-secteur-orgeval-reims,thflcpo.lc51454,5
Appartement 41m² à reims,REIMS,139 000 €,42 m²,https://www.etreproprio.com/immobilier-23699327-vente-appartement-41m-a-reims-reims,thflcpo.lc51454,5
Appartement à usage d'habitation,REIMS,194 400 €,44 m²,https://www.etreproprio.com/immobilier-23946031-vente-appartement-a-usage-d-habitation-reims,thflcpo.lc51454,5
Appartement souplex art-déco - 148.9 m² - reims hotel de ville,REIMS,525 000 €,149 m²,https://www.etreproprio.com/immobilier-23741182-vente-appartement-souplex-art-deco-1489-m-reims-hotel-de-ville-reims,thflcpo.lc51454,5
Maison avec extérieur,REIMS,337 900 €,130 m²,https://www.etreproprio.com/immobilier-23935870-vente-maison-avec-exterieur-reims,thflcpo.lc51454,5
Secteur reims / tinqueux appartement t4 de 87m²,REIMS,177 000 €,87 m²,https://www.etreproprio.com/immobilier-23932835-vente-secteur-reims-tinqueux-appartement-t4-de-87m-reims,thflcpo.lc51454,5
"Maison / apt t5bis, jardin et garage",REIMS,239 900 €,101 m²,https://www.etreproprio.com/immobilier-23533709-vente-maison-apt-t5bis-jardin-et-garage-reims,thflcpo.lc51454,5
"Exclusivité, hyper centre ville, appartement de type 2, en residence avec ascenseur, 55.25 m²",REIMS,176 500 €,55 m²,https://www.etreproprio.com/immobilier-23932834-vente-exclusivite-hyper-centre-ville-appartement-de-type-2-en-residence-avec-ascenseur-5525-m-reims,thflcpo.lc51454,5
T3 meublé coup de coeur secteur ruinart,REIMS,169 900 €,49 m²,https://www.etreproprio.com/immobilier-23933144-vente-t3-meuble-coup-de-coeur-secteur-ruinart-reims,thflcpo.lc51454,5
Appartement 55m² à reims,REIMS,220 000 €,56 m²,https://www.etreproprio.com/immobilier-23112117-vente-appartement-55m-a-reims-reims,thflcpo.lc51454,5
"Maison / apt t5bis, jardin et garage",REIMS,239 900 €,101 m²,https://www.etreproprio.com/immobilier-23588272-vente-maison-apt-t5bis-jardin-et-garage-reims,thflcpo.lc51454,5
Maison 7 chambres et 7 salles de bains 240 m²  pour colocation,REIMS,290 000 €,240 m²,https://www.etreproprio.com/immobilier-22170502-vente-maison-7-chambres-et-7-salles-de-bains-240-m-pour-colocation-reims,thflcpo.lc51454,5
"Maison de ville rénovée 5ch garage, jardin",REIMS,369 900 €,175 m²,https://www.etreproprio.com/immobilier-23930071-vente-maison-de-ville-renovee-5ch-garage-jardin-reims,thflcpo.lc51454,5
Appartement 132m² à reims,REIMS,539 000 €,133 m²,https://www.etreproprio.com/immobilier-23638827-vente-appartement-132m-a-reims-reims,thflcpo.lc51454,5
Hotel particulier jardin,REIMS,850 000 €,188 m²,https://www.etreproprio.com/immobilier-23183794-vente-hotel-particulier-jardin-reims,thflcpo.lc51454,5
"Appartement t3 / 63,09 m2",REIMS,140 000 €,63 m²,https://www.etreproprio.com/immobilier-23927986-vente-appartement-t3-6309-m2-reims,thflcpo.lc51454,5
À vendre : appartement 3 pièces à reims avec cave,REIMS,139 900 €,54 m²,https://www.etreproprio.com/immobilier-23660251-vente-a-vendre-appartement-3-pieces-a-reims-avec-cave-reims,thflcpo.lc51454,6
Appartement 128m² à reims,REIMS,180 000 €,128 m²,https://www.etreproprio.com/immobilier-23932355-vente-appartement-128m-a-reims-reims,thflcpo.lc51454,6
Exclusif appartement de type 3 en hyper centre de reims,REIMS,213 000 €,62 m²,https://www.etreproprio.com/immobilier-23927556-vente-exclusif-appartement-de-type-3-en-hyper-centre-de-reims-reims,thflcpo.lc51454,6
Appartement 105m² à reims,REIMS,335 000 €,105 m²,https://www.etreproprio.com/immobilier-23923311-vente-appartement-105m-a-reims-reims,thflcpo.lc51454,6
3 pièces - 78 m² - garage -boulevard jamin,REIMS,235 800 €,78 m²,https://www.etreproprio.com/immobilier-23922477-vente-3-pieces-78-m-garage-boulevard-jamin-reims,thflcpo.lc51454,6
Appartement 69m² à reims,REIMS,107 000 €,69 m²,https://www.etreproprio.com/immobilier-23922287-vente-appartement-69m-a-reims-reims,thflcpo.lc51454,6
Terrain constructible reims proche centre,REIMS,149 000 €,251 m²,https://www.etreproprio.com/immobilier-23922476-vente-terrain-constructible-reims-proche-centre-reims,thflcpo.lc51454,6
Appartement 78m² à reims,REIMS,155 800 €,78 m²,https://www.etreproprio.com/immobilier-23326833-vente-appartement-78m-a-reims-reims,thflcpo.lc51454,6
Appartement à vendre 6 pièces reims (51),REIMS,455 000 €,121 m²,https://www.etreproprio.com/immobilier-23927106-vente-appartement-a-vendre-6-pieces-reims-51-reims,thflcpo.lc51454,6
Studio secteur jean jaures reims,REIMS,94 000 €,18 m²,https://www.etreproprio.com/immobilier-23926084-vente-studio-secteur-jean-jaures-reims-reims,thflcpo.lc51454,6
Appartement reims 4 pièce(s) 90 m2,REIMS,294 250 €,93 m²,https://www.etreproprio.com/immobilier-23921320-vente-appartement-reims-4-pieces-90-m2-reims,thflcpo.lc51454,6
"Maison reims 4 pièces 85 m2, jardin, garage",REIMS,239 900 €,85 m²,https://www.etreproprio.com/immobilier-23922018-vente-maison-reims-4-pieces-85-m2-jardin-garage-reims,thflcpo.lc51454,6
A vendre - maison 5 pieces - rems,REIMS,251 000 €,84 m²,https://www.etreproprio.com/immobilier-23916860-vente-a-vendre-maison-5-pieces-rems-reims,thflcpo.lc51454,6
Maison 50m² à reims,REIMS,102 000 €,50 m²,https://www.etreproprio.com/immobilier-21639593-vente-maison-50m-a-reims-reims,thflcpo.lc51454,6
Appartement 16m² à reims,REIMS,80 549 €,17 m²,https://www.etreproprio.com/immobilier-23915562-vente-appartement-16m-a-reims-reims,thflcpo.lc51454,6
Appartement 27m² à reims,REIMS,105 516 €,27 m²,https://www.etreproprio.com/immobilier-23915561-vente-appartement-27m-a-reims-reims,thflcpo.lc51454,6
Appartement 4 chambres à vendre à reims avec balcon,REIMS,169 900 €,87 m²,https://www.etreproprio.com/immobilier-23510153-vente-appartement-4-chambres-a-vendre-a-reims-avec-balcon-reims,thflcpo.lc51454,6
Ideal investisseur - type 2 - secteur avenue de paris,REIMS,99 900 €,25 m²,https://www.etreproprio.com/immobilier-23916862-vente-ideal-investisseur-type-2-secteur-avenue-de-paris-reims,thflcpo.lc51454,6
T1 avec parking et cave,REIMS,108 000 €,31 m²,https://www.etreproprio.com/immobilier-23917289-vente-t1-avec-parking-et-cave-reims,thflcpo.lc51454,6
Appartement 84m² à reims,REIMS,185 000 €,84 m²,https://www.etreproprio.com/immobilier-23682931-vente-appartement-84m-a-reims-reims,thflcpo.lc51454,6
Appartement 25m² à le havre,LE HAVRE,73 000 €,25 m²,https://www.etreproprio.com/immobilier-23972979-vente-appartement-25m-a-le-havre-le-havre,thflcpo.lc76351,1
Charmante maison de plain-pied 112 m2,LE HAVRE,258 000 €,112 m²,https://www.etreproprio.com/immobilier-23968424-vente-charmante-maison-de-plain-pied-112-m2-le-havre,thflcpo.lc76351,1
Appartement 93m² à le havre,LE HAVRE,261 000 €,93 m²,https://www.etreproprio.com/immobilier-23978282-vente-appartement-93m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement le havre 3 pièce(s) 65.5 m2,LE HAVRE,155 000 €,66 m²,https://www.etreproprio.com/immobilier-23703795-vente-appartement-le-havre-3-pieces-655-m2-le-havre,thflcpo.lc76351,1
Appartement le havre 3 pièce(s) 62 m2,LE HAVRE,107 000 €,62 m²,https://www.etreproprio.com/immobilier-23968313-vente-appartement-le-havre-3-pieces-62-m2-le-havre,thflcpo.lc76351,1
Appartement 80m² à le havre,LE HAVRE,87 000 €,80 m²,https://www.etreproprio.com/immobilier-23975525-vente-appartement-80m-a-le-havre-le-havre,thflcpo.lc76351,1
Maison le havre 7 pièce(s) 121.57 m2,LE HAVRE,348 400 €,121 m²,https://www.etreproprio.com/immobilier-23967906-vente-maison-le-havre-7-pieces-12157-m2-le-havre,thflcpo.lc76351,1
Appartement 72m² à le havre,LE HAVRE,130 000 €,72 m²,https://www.etreproprio.com/immobilier-23970764-vente-appartement-72m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement t1 quartier saint-vincent le havre,LE HAVRE,60 000 €,25 m²,https://www.etreproprio.com/immobilier-23967602-vente-appartement-t1-quartier-saint-vincent-le-havre-le-havre,thflcpo.lc76351,1
Parking à le havre,LE HAVRE,25 000 €,,https://www.etreproprio.com/immobilier-23970414-vente-parking-a-le-havre-le-havre,thflcpo.lc76351,1
Le havre - sainte marie -t3 dans résidence 2009 avec terrasse et stationnement privatif,LE HAVRE,139 000 €,68 m²,https://www.etreproprio.com/immobilier-23403133-vente-le-havre-sainte-marie-t3-dans-residence-2009-avec-terrasse-et-stationnement-privatif-le-havre,thflcpo.lc76351,1
"Sainte-marie : maison en briques 5 pièces 89 m², jardin, cour cosy & cave 32 m² ? rare !",LE HAVRE,189 000 €,89 m²,https://www.etreproprio.com/immobilier-23968168-vente-sainte-marie-maison-en-briques-5-pieces-89-m-jardin-cour-cosy-cave-32-m-rare-le-havre,thflcpo.lc76351,1
Maison 70m² à le havre,LE HAVRE,189 000 €,70 m²,https://www.etreproprio.com/immobilier-23974333-vente-maison-70m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement 3 pièce(s)  avec terrasse et garage  le havre,LE HAVRE,149 000 €,71 m²,https://www.etreproprio.com/immobilier-23968009-vente-appartement-3-pieces-avec-terrasse-et-garage-le-havre-le-havre,thflcpo.lc76351,1
Maison familiale avec jardin et véranda le havre 5 pièce(s) 111 m2,LE HAVRE,210 000 €,111 m²,https://www.etreproprio.com/immobilier-23968386-vente-maison-familiale-avec-jardin-et-veranda-le-havre-5-pieces-111-m2-le-havre,thflcpo.lc76351,1
"Le havre, graville place - maison de 107m² - 4 chambres - cave - garage",LE HAVRE,199 500 €,107 m²,https://www.etreproprio.com/immobilier-23966533-vente-le-havre-graville-place-maison-de-107m-4-chambres-cave-garage-le-havre,thflcpo.lc76351,1
Appartement 66m² à le havre,LE HAVRE,173 000 €,66 m²,https://www.etreproprio.com/immobilier-23972505-vente-appartement-66m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement 124m² à le havre,LE HAVRE,323 000 €,124 m²,https://www.etreproprio.com/immobilier-23972366-vente-appartement-124m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement 22m² à le havre,LE HAVRE,59 500 €,22 m²,https://www.etreproprio.com/immobilier-23402361-vente-appartement-22m-a-le-havre-le-havre,thflcpo.lc76351,1
Maison 100m² à le havre,LE HAVRE,253 000 €,100 m²,https://www.etreproprio.com/immobilier-23973529-vente-maison-100m-a-le-havre-le-havre,thflcpo.lc76351,1
Appartement 62m² à le havre,LE HAVRE,230 000 €,62 m²,https://www.etreproprio.com/immobilier-23974226-vente-appartement-62m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement 65m² à le havre,LE HAVRE,174 000 €,65 m²,https://www.etreproprio.com/immobilier-23977839-vente-appartement-65m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement 110m² à le havre,LE HAVRE,354 000 €,110 m²,https://www.etreproprio.com/immobilier-23723704-vente-appartement-110m-a-le-havre-le-havre,thflcpo.lc76351,2
"Maison de ville danton, 4 chambres, proche commodités",LE HAVRE,162 000 €,70 m²,https://www.etreproprio.com/immobilier-23968102-vente-maison-de-ville-danton-4-chambres-proche-commodites-le-havre,thflcpo.lc76351,2
Appartement 103m² à le havre,LE HAVRE,385 000 €,103 m²,https://www.etreproprio.com/immobilier-23975622-vente-appartement-103m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement 35m² à le havre,LE HAVRE,159 000 €,35 m²,https://www.etreproprio.com/immobilier-23975406-vente-appartement-35m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement 108m² à le havre,LE HAVRE,375 000 €,108 m²,https://www.etreproprio.com/immobilier-23973776-vente-appartement-108m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement 80m² à le havre,LE HAVRE,99 999 €,80 m²,https://www.etreproprio.com/immobilier-23972632-vente-appartement-80m-a-le-havre-le-havre,thflcpo.lc76351,2
"Maison de caractère sur sanvic / le havre, vie de plain pied 4 chambres, 2 garages, grand jardin",LE HAVRE,328 000 €,128 m²,https://www.etreproprio.com/immobilier-23354887-vente-maison-de-caractere-sur-sanvic-le-havre-vie-de-plain-pied-4-chambres-2-garages-grand-jardin-le-havre,thflcpo.lc76351,2
Appartement 75m² à le havre,LE HAVRE,99 000 €,75 m²,https://www.etreproprio.com/immobilier-23266645-vente-appartement-75m-a-le-havre-le-havre,thflcpo.lc76351,2
Le havre -  quartier docks - ideal investisseur  - appartement 2 pièces de 41 m2,LE HAVRE,67 000 €,41 m²,https://www.etreproprio.com/immobilier-23976366-vente-le-havre-quartier-docks-ideal-investisseur-appartement-2-pieces-de-41-m2-le-havre,thflcpo.lc76351,2
"Appartement  coup de coeur 3 pièces - 71,87 m² - quartier danton / gare - le havre",LE HAVRE,190 000 €,71 m²,https://www.etreproprio.com/immobilier-23967732-vente-appartement-coup-de-coeur-3-pieces-7187-m-quartier-danton-gare-le-havre-le-havre,thflcpo.lc76351,2
Appartement le havre 3 pièce(s) 65 m2,LE HAVRE,184 000 €,65 m²,https://www.etreproprio.com/immobilier-23967907-vente-appartement-le-havre-3-pieces-65-m2-le-havre,thflcpo.lc76351,2
Maison le havre 4 pièce(s) 90 m2,LE HAVRE,98 000 €,90 m²,https://www.etreproprio.com/immobilier-23965265-vente-maison-le-havre-4-pieces-90-m2-le-havre,thflcpo.lc76351,2
Maison 6 chambres avec cour et garage - 4 niveaux - sainte-marie,LE HAVRE,209 000 €,140 m²,https://www.etreproprio.com/immobilier-23965873-vente-maison-6-chambres-avec-cour-et-garage-4-niveaux-sainte-marie-le-havre,thflcpo.lc76351,2
Appartement à 3 pièces + bureau 60 m² le havre,LE HAVRE,96 000 €,60 m²,https://www.etreproprio.com/immobilier-23962227-vente-appartement-a-3-pieces-bureau-60-m-le-havre-le-havre,thflcpo.lc76351,2
Appartement 91m² à le havre,LE HAVRE,120 000 €,91 m²,https://www.etreproprio.com/immobilier-23962315-vente-appartement-91m-a-le-havre-le-havre,thflcpo.lc76351,2
Appartement de 115 m2 avec terrasse plein sud entre centre ville et la plage,LE HAVRE,435 100 €,115 m²,https://www.etreproprio.com/immobilier-23962601-vente-appartement-de-115-m2-avec-terrasse-plein-sud-entre-centre-ville-et-la-plage-le-havre,thflcpo.lc76351,2
Appartement le havre 4 pièce(s) 80 m2,LE HAVRE,153 000 €,80 m²,https://www.etreproprio.com/immobilier-23962881-vente-appartement-le-havre-4-pieces-80-m2-le-havre,thflcpo.lc76351,2
Maison le havre 5 pièce(s) 140 m2,LE HAVRE,265 000 €,140 m²,https://www.etreproprio.com/immobilier-23965774-vente-maison-le-havre-5-pieces-140-m2-le-havre,thflcpo.lc76351,2
Maison le havre 4 pièce(s) 90 m2,LE HAVRE,174 000 €,90 m²,https://www.etreproprio.com/immobilier-23965848-vente-maison-le-havre-4-pieces-90-m2-le-havre,thflcpo.lc76351,3
Opportunite appartement 3 pièces - 72m²  - résidence en cours de rénovation,LE HAVRE,59 000 €,70 m²,https://www.etreproprio.com/immobilier-22210141-vente-opportunite-appartement-3-pieces-72m-residence-en-cours-de-renovation-le-havre,thflcpo.lc76351,3
Appartement 91m² à le havre,LE HAVRE,120 000 €,91 m²,https://www.etreproprio.com/immobilier-23963305-vente-appartement-91m-a-le-havre-le-havre,thflcpo.lc76351,3
Maison 92m² à le havre,LE HAVRE,236 000 €,92 m²,https://www.etreproprio.com/immobilier-23962317-vente-maison-92m-a-le-havre-le-havre,thflcpo.lc76351,3
Appartement 37m² à le havre,LE HAVRE,98 000 €,37 m²,https://www.etreproprio.com/immobilier-23962969-vente-appartement-37m-a-le-havre-le-havre,thflcpo.lc76351,3
Appartement 3 pieces vendu loue (renta 8%) caucriauville,LE HAVRE,71 000 €,73 m²,https://www.etreproprio.com/immobilier-18065591-vente-appartement-3-pieces-vendu-loue-renta-8-caucriauville-le-havre,thflcpo.lc76351,3
Appartement neuf - le havre bléville - t2 44 m2 - accès pmr - ascenseur - loggia - cave - parking,LE HAVRE,163 000 €,44 m²,https://www.etreproprio.com/immobilier-23965123-vente-appartement-neuf-le-havre-bleville-t2-44-m2-acces-pmr-ascenseur-loggia-cave-parking-le-havre,thflcpo.lc76351,3
Maison le havre st vincent 5 pièce(s) 97 m2,LE HAVRE,349 000 €,100 m²,https://www.etreproprio.com/immobilier-23965406-vente-maison-le-havre-st-vincent-5-pieces-97-m2-le-havre,thflcpo.lc76351,3
Sanvic - maison intégralement rénovée  - 4 chambres - garage,LE HAVRE,339 000 €,131 m²,https://www.etreproprio.com/immobilier-23964891-vente-sanvic-maison-integralement-renovee-4-chambres-garage-le-havre,thflcpo.lc76351,3
Appartement le havre 4 pièce(s) 68.56 m2,LE HAVRE,128 500 €,73 m²,https://www.etreproprio.com/immobilier-23243448-vente-appartement-le-havre-4-pieces-6856-m2-le-havre,thflcpo.lc76351,3
Maison 103m² à le havre,LE HAVRE,189 000 €,103 m²,https://www.etreproprio.com/immobilier-23962316-vente-maison-103m-a-le-havre-le-havre,thflcpo.lc76351,3
Maison le havre 5 pièce(s) 100 m2,LE HAVRE,229 000 €,99 m²,https://www.etreproprio.com/immobilier-23962880-vente-maison-le-havre-5-pieces-100-m2-le-havre,thflcpo.lc76351,3
Appartement le havre 1 pièce(s) 22.81 m2,LE HAVRE,65 500 €,23 m²,https://www.etreproprio.com/immobilier-23955177-vente-appartement-le-havre-1-pieces-2281-m2-le-havre,thflcpo.lc76351,3
Maison 67m² à le havre,LE HAVRE,123 500 €,68 m²,https://www.etreproprio.com/immobilier-23951163-vente-maison-67m-a-le-havre-le-havre,thflcpo.lc76351,3
Halles centrales,LE HAVRE,362 000 €,65 m²,https://www.etreproprio.com/immobilier-22196199-vente-halles-centrales-le-havre,thflcpo.lc76351,3
Maison 77m² à le havre,LE HAVRE,198 000 €,77 m²,https://www.etreproprio.com/immobilier-23955742-vente-maison-77m-a-le-havre-le-havre,thflcpo.lc76351,3
Appartement 80m² à le havre,LE HAVRE,269 000 €,80 m²,https://www.etreproprio.com/immobilier-23956633-vente-appartement-80m-a-le-havre-le-havre,thflcpo.lc76351,3
120m² à le havre,LE HAVRE,89 600 €,120 m²,https://www.etreproprio.com/immobilier-23954116-vente-120m-a-le-havre-le-havre,thflcpo.lc76351,3
Appartement 53m² à le havre,LE HAVRE,142 000 €,53 m²,https://www.etreproprio.com/immobilier-23960173-vente-appartement-53m-a-le-havre-le-havre,thflcpo.lc76351,3
"Le havre - potentiel f2/f3 - le havre t1 de 26,01 m² avec cour privative et dépendance de 15,50 m² !",LE HAVRE,66 500 €,42 m²,https://www.etreproprio.com/immobilier-23768944-vente-le-havre-potentiel-f2f3-le-havre-t1-de-2601-m-avec-cour-privative-et-dependance-de-1550-m-le-havre,thflcpo.lc76351,3
Appartement 78m² à le havre,LE HAVRE,100 000 €,79 m²,https://www.etreproprio.com/immobilier-23951158-vente-appartement-78m-a-le-havre-le-havre,thflcpo.lc76351,4
Appartement le havre 2 pièce(s) 53m2,LE HAVRE,175 500 €,53 m²,https://www.etreproprio.com/immobilier-23955179-vente-appartement-le-havre-2-pieces-53m2-le-havre,thflcpo.lc76351,4
Hypercentre t3 balcon sud ascenceur garage,LE HAVRE,281 800 €,72 m²,https://www.etreproprio.com/immobilier-23468125-vente-hypercentre-t3-balcon-sud-ascenceur-garage-le-havre,thflcpo.lc76351,4
"Le havre/les docks , appartement  duplex 2 chambres, parking, terrasses",LE HAVRE,196 500 €,65 m²,https://www.etreproprio.com/immobilier-23843107-vente-le-havreles-docks-appartement-duplex-2-chambres-parking-terrasses-le-havre,thflcpo.lc76351,4
Appartement 92m² à le havre,LE HAVRE,224 000 €,93 m²,https://www.etreproprio.com/immobilier-23956632-vente-appartement-92m-a-le-havre-le-havre,thflcpo.lc76351,4
Maison le havre 4 pièces 92 m2 oree du bois,LE HAVRE,236 000 €,92 m²,https://www.etreproprio.com/immobilier-23955180-vente-maison-le-havre-4-pieces-92-m2-oree-du-bois-le-havre,thflcpo.lc76351,4
Point cardinaux : appt t4 de 80m2 sans travaux avec loggia plein sud + parking,LE HAVRE,139 500 €,79 m²,https://www.etreproprio.com/immobilier-23958233-vente-point-cardinaux-appt-t4-de-80m2-sans-travaux-avec-loggia-plein-sud-parking-le-havre,thflcpo.lc76351,4
Appartement 59m² à le havre,LE HAVRE,149 000 €,60 m²,https://www.etreproprio.com/immobilier-23956634-vente-appartement-59m-a-le-havre-le-havre,thflcpo.lc76351,4
Appartement le havre 1 pièce(s) 22 m2,LE HAVRE,65 500 €,22 m²,https://www.etreproprio.com/immobilier-23955178-vente-appartement-le-havre-1-pieces-22-m2-le-havre,thflcpo.lc76351,4
Le havre  - secteur saint michel / flaubert - appartement neuf de 5 pièces,LE HAVRE,449 000 €,116 m²,https://www.etreproprio.com/immobilier-23960883-vente-le-havre-secteur-saint-michel-flaubert-appartement-neuf-de-5-pieces-le-havre,thflcpo.lc76351,4
Appartement 82m² à le havre,LE HAVRE,142 900 €,82 m²,https://www.etreproprio.com/immobilier-23897289-vente-appartement-82m-a-le-havre-le-havre,thflcpo.lc76351,4
Maison le havre 7 pièce(s) 196 m2,LE HAVRE,269 000 €,196 m²,https://www.etreproprio.com/immobilier-23820614-vente-maison-le-havre-7-pieces-196-m2-le-havre,thflcpo.lc76351,4
Le havre - saint-nicolas f2  67 m2 avec ascenseur et empl. parking privatif,LE HAVRE,210 000 €,68 m²,https://www.etreproprio.com/immobilier-23230555-vente-le-havre-saint-nicolas-f2-67-m2-avec-ascenseur-et-empl-parking-privatif-le-havre,thflcpo.lc76351,4
Le havre - aplemont - appartement 3 pièces,LE HAVRE,124 000 €,77 m²,https://www.etreproprio.com/immobilier-23515026-vente-le-havre-aplemont-appartement-3-pieces-le-havre,thflcpo.lc76351,4
Nouveaute - appartement t1 a deux pas de coty,LE HAVRE,88 000 €,,https://www.etreproprio.com/immobilier-23956461-vente-nouveaute-appartement-t1-a-deux-pas-de-coty-le-havre,thflcpo.lc76351,4
